GPS TOW (s),GPS Week,Latitude (deg),Longitude (deg),Ellipsoid Height (m),ECEF X (m),ECEF Y (m),ECEF Z (m),Roll (deg),Pitch (deg),Heading (deg),East Velocity (m/s),North Velocity (m/s),Up Velocity (m/s)
554049.6, 2323, 35.16512921, 136.88099703, 40.771, -3810213.394, 3567905.702, 3652881.913, -0.271,  2.920, 239.039, -1.319, -0.838,  0.007
554049.8, 2323, 35.16512829, 136.88099399, 40.779, -3810213.253, 3567905.948, 3652881.834, -0.044,  3.048, 241.639, -1.396, -0.783, -0.002
554050.0, 2323, 35.16512742, 136.88099076, 40.781, -3810213.093, 3567906.202, 3652881.756, -0.158,  3.127, 244.172, -1.441, -0.772,  0.017
554050.2, 2323, 35.16512662, 136.88098741, 40.781, -3810212.922, 3567906.460, 3652881.684, -0.381,  3.112, 246.657, -1.514, -0.695,  0.012
554050.4, 2323, 35.16512596, 136.88098407, 40.794, -3810212.752, 3567906.718, 3652881.631, -0.118,  3.139, 249.110, -1.568, -0.621,  0.018
554050.6, 2323, 35.16512539, 136.88098058, 40.804, -3810212.567, 3567906.981, 3652881.585, -0.005,  3.152, 251.485, -1.630, -0.589,  0.027
554050.8, 2323, 35.16512490, 136.88097691, 40.808, -3810212.365, 3567907.249, 3652881.543, -0.201,  3.056, 253.904, -1.696, -0.553,  0.032
554051.0, 2323, 35.16512454, 136.88097311, 40.813, -3810212.148, 3567907.519, 3652881.513, -0.379,  2.887, 256.321, -1.777, -0.466,  0.031
554051.2, 2323, 35.16512427, 136.88096916, 40.818, -3810211.917, 3567907.796, 3652881.492, -0.470,  2.823, 258.794, -1.872, -0.422,  0.008
554051.4, 2323, 35.16512410, 136.88096499, 40.818, -3810211.666, 3567908.081, 3652881.477, -0.491,  2.908, 261.303, -2.027, -0.351, -0.002
554051.6, 2323, 35.16512406, 136.88096050, 40.824, -3810211.391, 3567908.385, 3652881.476, -0.543,  2.865, 263.765, -2.182, -0.288,  0.025
554051.8, 2323, 35.16512419, 136.88095573, 40.839, -3810211.097, 3567908.705, 3652881.496, -0.464,  2.653, 266.199, -2.329, -0.180,  0.059
554052.0, 2323, 35.16512443, 136.88095063, 40.847, -3810210.773, 3567909.038, 3652881.523, -0.429,  2.563, 268.591, -2.479, -0.103, -0.001
554052.2, 2323, 35.16512476, 136.88094521, 40.845, -3810210.419, 3567909.382, 3652881.552, -0.503,  2.636, 270.729, -2.611,  0.003, -0.009
554052.4, 2323, 35.16512520, 136.88093954, 40.848, -3810210.047, 3567909.742, 3652881.593, -0.427,  2.616, 272.369, -2.728,  0.096,  0.015
554052.6, 2323, 35.16512574, 136.88093359, 40.855, -3810209.655, 3567910.119, 3652881.646, -0.320,  2.499, 273.694, -2.849,  0.178,  0.019
554052.8, 2323, 35.16512633, 136.88092732, 40.857, -3810209.239, 3567910.511, 3652881.701, -0.375,  2.461, 274.770, -2.967,  0.231,  0.010
554053.0, 2323, 35.16512703, 136.88092080, 40.859, -3810208.801, 3567910.915, 3652881.766, -0.425,  2.418, 275.852, -3.074,  0.308,  0.013
554053.2, 2323, 35.16512786, 136.88091411, 40.864, -3810208.349, 3567911.326, 3652881.844, -0.350,  2.417, 276.943, -3.156,  0.374,  0.009
554053.4, 2323, 35.16512878, 136.88090729, 40.868, -3810207.884, 3567911.742, 3652881.930, -0.275,  2.498, 277.917, -3.205,  0.455, -0.011
554053.6, 2323, 35.16512975, 136.88090035, 40.870, -3810207.407, 3567912.162, 3652882.019, -0.219,  2.769, 278.718, -3.233,  0.505, -0.006
554053.8, 2323, 35.16513079, 136.88089336, 40.875, -3810206.927, 3567912.585, 3652882.116, -0.105,  2.975, 279.356, -3.246,  0.560, -0.005
554054.0, 2323, 35.16513190, 136.88088636, 40.882, -3810206.443, 3567913.006, 3652882.220, -0.002,  3.069, 279.938, -3.227,  0.570,  0.041
554054.2, 2323, 35.16513306, 136.88087937, 40.890, -3810205.959, 3567913.424, 3652882.330, -0.044,  3.058, 280.510, -3.195,  0.594,  0.046
554054.4, 2323, 35.16513429, 136.88087251, 40.902, -3810205.481, 3567913.833, 3652882.448, -0.012,  2.951, 281.081, -3.128,  0.624,  0.068
554054.6, 2323, 35.16513553, 136.88086576, 40.911, -3810205.008, 3567914.233, 3652882.566, -0.120,  2.839, 281.557, -3.065,  0.624,  0.046
554054.8, 2323, 35.16513678, 136.88085920, 40.921, -3810204.548, 3567914.620, 3652882.686, -0.021,  2.794, 282.072, -2.986,  0.663,  0.039
554055.0, 2323, 35.16513810, 136.88085283, 40.933, -3810204.097, 3567914.993, 3652882.812,  0.184,  2.718, 282.565, -2.933,  0.672,  0.042
554055.2, 2323, 35.16513941, 136.88084657, 40.944, -3810203.653, 3567915.358, 3652882.938,  0.370,  2.693, 283.058, -2.885,  0.679,  0.030
554055.4, 2323, 35.16514074, 136.88084033, 40.947, -3810203.203, 3567915.717, 3652883.060,  0.268,  2.642, 283.570, -2.856,  0.686,  0.018
554055.6, 2323, 35.16514209, 136.88083410, 40.950, -3810202.754, 3567916.073, 3652883.184,  0.223,  2.740, 284.064, -2.886,  0.739, -0.005
554055.8, 2323, 35.16514351, 136.88082782, 40.959, -3810202.302, 3567916.434, 3652883.318,  0.443,  2.979, 284.565, -2.963,  0.787,  0.017
554056.0, 2323, 35.16514503, 136.88082136, 40.971, -3810201.836, 3567916.804, 3652883.463,  0.688,  3.044, 285.001, -3.031,  0.841,  0.041
554056.2, 2323, 35.16514660, 136.88081468, 40.977, -3810201.351, 3567917.183, 3652883.609,  0.617,  3.088, 285.321, -3.087,  0.841,  0.022
554056.4, 2323, 35.16514821, 136.88080786, 40.979, -3810200.852, 3567917.568, 3652883.755,  0.385,  3.152, 285.627, -3.111,  0.888,  0.026
554056.6, 2323, 35.16514987, 136.88080102, 40.985, -3810200.352, 3567917.953, 3652883.910,  0.274,  3.158, 285.896, -3.127,  0.921,  0.057
554056.8, 2323, 35.16515156, 136.88079415, 40.995, -3810199.852, 3567918.342, 3652884.069,  0.251,  3.133, 286.034, -3.144,  0.933,  0.054
554057.0, 2323, 35.16515328, 136.88078723, 41.006, -3810199.348, 3567918.733, 3652884.231,  0.249,  2.987, 286.000, -3.144,  0.931,  0.074
554057.2, 2323, 35.16515493, 136.88078026, 41.012, -3810198.840, 3567919.127, 3652884.384,  0.139,  2.745, 285.623, -3.117,  0.912,  0.043
554057.4, 2323, 35.16515640, 136.88077327, 41.012, -3810198.336, 3567919.529, 3652884.517, -0.187,  2.704, 284.908, -3.080,  0.848,  0.040
554057.6, 2323, 35.16515764, 136.88076628, 41.014, -3810197.844, 3567919.940, 3652884.631, -0.581,  2.856, 283.816, -3.045,  0.793,  0.051
554057.8, 2323, 35.16515876, 136.88075935, 41.017, -3810197.362, 3567920.354, 3652884.735, -0.752,  2.824, 282.357, -3.021,  0.727,  0.012
554058.0, 2323, 35.16515968, 136.88075252, 41.014, -3810196.892, 3567920.766, 3652884.817, -0.805,  2.839, 280.686, -2.983,  0.632, -0.003
554058.2, 2323, 35.16516038, 136.88074570, 41.010, -3810196.432, 3567921.187, 3652884.877, -0.996,  2.744, 278.798, -2.961,  0.519,  0.039
554058.4, 2323, 35.16516093, 136.88073895, 41.013, -3810195.988, 3567921.614, 3652884.929, -1.163,  2.308, 276.841, -2.929,  0.419,  0.082
554058.6, 2323, 35.16516127, 136.88073234, 41.024, -3810195.567, 3567922.044, 3652884.966, -1.060,  1.946, 274.852, -2.907,  0.315,  0.048
554058.8, 2323, 35.16516138, 136.88072579, 41.027, -3810195.156, 3567922.477, 3652884.978, -0.960,  1.750, 272.770, -2.879,  0.214,  0.013
554059.0, 2323, 35.16516123, 136.88071928, 41.025, -3810194.757, 3567922.915, 3652884.962, -0.960,  1.668, 270.600, -2.859,  0.096, -0.025
554059.2, 2323, 35.16516083, 136.88071284, 41.017, -3810194.369, 3567923.357, 3652884.922, -0.931,  1.783, 268.285, -2.839, -0.003, -0.037
554059.4, 2323, 35.16516018, 136.88070648, 41.013, -3810194.001, 3567923.805, 3652884.860, -0.767,  1.867, 265.763, -2.811, -0.113, -0.030
554059.6, 2323, 35.16515928, 136.88070019, 41.009, -3810193.649, 3567924.261, 3652884.777, -0.632,  1.901, 263.017, -2.777, -0.249, -0.034
554059.8, 2323, 35.16515805, 136.88069395, 40.996, -3810193.310, 3567924.723, 3652884.658, -0.844,  1.922, 260.028, -2.733, -0.392, -0.021
554060.0, 2323, 35.16515658, 136.88068789, 40.992, -3810192.999, 3567925.188, 3652884.522, -0.764,  1.817, 256.952, -2.691, -0.511, -0.010
554060.2, 2323, 35.16515487, 136.88068205, 41.000, -3810192.719, 3567925.655, 3652884.371, -0.317,  1.794, 253.800, -2.644, -0.652, -0.004
554060.4, 2323, 35.16515284, 136.88067628, 40.993, -3810192.451, 3567926.123, 3652884.183, -0.367,  1.734, 250.514, -2.579, -0.812, -0.016
554060.6, 2323, 35.16515046, 136.88067065, 40.984, -3810192.206, 3567926.597, 3652883.963, -0.569,  1.724, 246.968, -2.547, -0.987, -0.021
554060.8, 2323, 35.16514773, 136.88066516, 40.978, -3810191.988, 3567927.077, 3652883.712, -0.378,  1.967, 243.437, -2.552, -1.139, -0.063
554061.0, 2323, 35.16514465, 136.88065982, 40.966, -3810191.792, 3567927.561, 3652883.426, -0.095,  2.172, 239.662, -2.515, -1.334, -0.067
554061.2, 2323, 35.16514121, 136.88065460, 40.954, -3810191.620, 3567928.052, 3652883.106, -0.060,  2.418, 235.820, -2.439, -1.532, -0.007
554061.4, 2323, 35.16513745, 136.88064958, 40.949, -3810191.479, 3567928.546, 3652882.763, -0.249,  2.293, 231.708, -2.363, -1.736, -0.007
554061.6, 2323, 35.16513323, 136.88064483, 40.935, -3810191.372, 3567929.039, 3652882.372, -0.306,  2.474, 227.456, -2.330, -1.932, -0.043
554061.8, 2323, 35.16512862, 136.88064034, 40.930, -3810191.305, 3567929.536, 3652881.951, -0.159,  2.482, 222.992, -2.245, -2.194,  0.021
554062.0, 2323, 35.16512364, 136.88063613, 40.939, -3810191.281, 3567930.038, 3652881.505, -0.040,  2.201, 218.495, -2.135, -2.460,  0.033
554062.2, 2323, 35.16511821, 136.88063220, 40.937, -3810191.288, 3567930.536, 3652881.011, -0.220,  2.079, 214.190, -1.993, -2.736, -0.006
554062.4, 2323, 35.16511234, 136.88062855, 40.925, -3810191.327, 3567931.028, 3652880.472, -0.505,  2.054, 210.090, -1.876, -2.999, -0.030
554062.6, 2323, 35.16510611, 136.88062523, 40.916, -3810191.405, 3567931.516, 3652879.902, -0.563,  2.034, 206.345, -1.751, -3.248, -0.032
554062.8, 2323, 35.16509950, 136.88062217, 40.905, -3810191.517, 3567932.002, 3652879.296, -0.681,  2.073, 202.912, -1.599, -3.506, -0.037
554063.0, 2323, 35.16509256, 136.88061934, 40.897, -3810191.659, 3567932.489, 3652878.661, -0.891,  1.969, 200.021, -1.465, -3.752, -0.035
554063.2, 2323, 35.16508529, 136.88061670, 40.887, -3810191.828, 3567932.977, 3652877.996, -1.052,  1.897, 197.655, -1.358, -3.980, -0.035
554063.4, 2323, 35.16507768, 136.88061424, 40.883, -3810192.028, 3567933.470, 3652877.304, -1.015,  1.809, 195.705, -1.266, -4.196, -0.026
554063.6, 2323, 35.16506973, 136.88061189, 40.875, -3810192.247, 3567933.969, 3652876.579, -1.067,  1.718, 194.121, -1.186, -4.422, -0.077
554063.8, 2323, 35.16506138, 136.88060961, 40.856, -3810192.483, 3567934.474, 3652875.809, -1.174,  1.878, 192.833, -1.122, -4.640, -0.073
554064.0, 2323, 35.16505272, 136.88060743, 40.844, -3810192.744, 3567934.991, 3652875.017, -1.153,  1.914, 191.843, -1.080, -4.833, -0.049
554064.2, 2323, 35.16504371, 136.88060527, 40.827, -3810193.020, 3567935.519, 3652874.190, -1.111,  2.100, 191.126, -1.039, -5.023, -0.057
554064.4, 2323, 35.16503442, 136.88060312, 40.817, -3810193.313, 3567936.062, 3652873.342, -1.150,  2.168, 190.616, -1.023, -5.200, -0.035
554064.6, 2323, 35.16502485, 136.88060097, 40.809, -3810193.621, 3567936.618, 3652872.470, -1.088,  2.223, 190.281, -1.026, -5.365, -0.033
554064.8, 2323, 35.16501498, 136.88059882, 40.803, -3810193.944, 3567937.189, 3652871.571, -0.975,  2.336, 189.930, -1.028, -5.524, -0.019
554065.0, 2323, 35.16500482, 136.88059665, 40.795, -3810194.278, 3567937.773, 3652870.645, -1.004,  2.444, 189.618, -1.006, -5.682, -0.027
554065.2, 2323, 35.16499443, 136.88059447, 40.793, -3810194.626, 3567938.371, 3652869.701, -1.125,  2.426, 189.363, -1.008, -5.832,  0.002
554065.4, 2323, 35.16498376, 136.88059229, 40.794, -3810194.988, 3567938.982, 3652868.734, -1.218,  2.378, 189.140, -1.013, -5.979,  0.006
554065.6, 2323, 35.16497284, 136.88059010, 40.794, -3810195.361, 3567939.605, 3652867.744, -1.292,  2.339, 188.941, -1.010, -6.131, -0.013
554065.8, 2323, 35.16496164, 136.88058789, 40.791, -3810195.744, 3567940.239, 3652866.726, -1.412,  2.297, 188.771, -1.012, -6.274, -0.008
554066.0, 2323, 35.16495019, 136.88058568, 40.788, -3810196.138, 3567940.884, 3652865.686, -1.468,  2.315, 188.640, -1.024, -6.418, -0.010
554066.2, 2323, 35.16493850, 136.88058343, 40.786, -3810196.543, 3567941.543, 3652864.625, -1.485,  2.232, 188.557, -1.032, -6.557, -0.011
554066.4, 2323, 35.16492659, 136.88058118, 40.790, -3810196.960, 3567942.215, 3652863.546, -1.419,  2.061, 188.497, -1.049, -6.696, -0.014
554066.6, 2323, 35.16491440, 136.88057888, 40.785, -3810197.382, 3567942.898, 3652862.438, -1.386,  1.979, 188.457, -1.066, -6.838, -0.051
554066.8, 2323, 35.16490194, 136.88057654, 40.775, -3810197.812, 3567943.592, 3652861.302, -1.349,  2.015, 188.407, -1.086, -6.976, -0.053
554067.0, 2323, 35.16488923, 136.88057416, 40.764, -3810198.249, 3567944.299, 3652860.144, -1.378,  1.987, 188.349, -1.094, -7.113, -0.053
554067.2, 2323, 35.16487627, 136.88057174, 40.752, -3810198.696, 3567945.020, 3652858.960, -1.473,  2.045, 188.281, -1.099, -7.249, -0.051
554067.4, 2323, 35.16486305, 136.88056931, 40.736, -3810199.152, 3567945.750, 3652857.752, -1.501,  2.211, 188.213, -1.117, -7.379, -0.051
554067.6, 2323, 35.16484966, 136.88056687, 40.731, -3810199.622, 3567946.494, 3652856.535, -1.551,  2.100, 188.107, -1.126, -7.487, -0.013
554067.8, 2323, 35.16483603, 136.88056445, 40.726, -3810200.104, 3567947.247, 3652855.296, -1.512,  2.162, 187.935, -1.119, -7.602, -0.049
554068.0, 2323, 35.16482219, 136.88056203, 40.715, -3810200.592, 3567948.007, 3652854.034, -1.610,  2.232, 187.758, -1.110, -7.717, -0.010
554068.2, 2323, 35.16480821, 136.88055966, 40.720, -3810201.099, 3567948.778, 3652852.770, -1.541,  1.971, 187.586, -1.110, -7.828, -0.005
554068.4, 2323, 35.16479394, 136.88055729, 40.705, -3810201.608, 3567949.550, 3652851.467, -1.525,  2.177, 187.406, -1.093, -7.941, -0.078
554068.6, 2323, 35.16477952, 136.88055497, 40.697, -3810202.131, 3567950.330, 3652850.154, -1.399,  2.217, 187.227, -1.085, -8.028,  0.005
554068.8, 2323, 35.16476499, 136.88055266, 40.703, -3810202.669, 3567951.122, 3652848.840, -1.308,  2.032, 187.065, -1.071, -8.112, -0.016
554069.0, 2323, 35.16475025, 136.88055039, 40.695, -3810203.210, 3567951.911, 3652847.499, -1.168,  2.112, 186.902, -1.065, -8.195, -0.049
554069.2, 2323, 35.16473537, 136.88054813, 40.685, -3810203.758, 3567952.706, 3652846.144, -1.135,  2.185, 186.733, -1.045, -8.278, -0.025
554069.4, 2323, 35.16472039, 136.88054590, 40.685, -3810204.317, 3567953.509, 3652844.784, -1.141,  2.070, 186.557, -1.024, -8.354, -0.013
554069.6, 2323, 35.16470524, 136.88054370, 40.677, -3810204.882, 3567954.312, 3652843.405, -1.182,  2.155, 186.385, -1.009, -8.428, -0.042
554069.8, 2323, 35.16468996, 136.88054153, 40.670, -3810205.455, 3567955.120, 3652842.016, -1.276,  2.155, 186.211, -0.986, -8.499, -0.007
554070.0, 2323, 35.16467457, 136.88053940, 40.669, -3810206.040, 3567955.933, 3652840.620, -1.346,  2.059, 186.040, -0.969, -8.570, -0.028
554070.2, 2323, 35.16465904, 136.88053732, 40.661, -3810206.630, 3567956.745, 3652839.206, -1.384,  2.104, 185.859, -0.952, -8.638, -0.036
554070.4, 2323, 35.16464343, 136.88053530, 40.659, -3810207.232, 3567957.560, 3652837.790, -1.301,  1.992, 185.688, -0.933, -8.681, -0.023
554070.6, 2323, 35.16462772, 136.88053334, 40.652, -3810207.838, 3567958.373, 3652836.361, -1.215,  2.015, 185.510, -0.913, -8.723, -0.042
554070.8, 2323, 35.16461193, 136.88053141, 40.644, -3810208.449, 3567959.186, 3652834.924, -1.194,  2.063, 185.322, -0.887, -8.762, -0.026
554071.0, 2323, 35.16459608, 136.88052953, 40.639, -3810209.068, 3567960.000, 3652833.484, -1.212,  2.013, 185.127, -0.857, -8.806, -0.024
554071.2, 2323, 35.16458015, 136.88052771, 40.631, -3810209.693, 3567960.813, 3652832.034, -1.229,  2.027, 184.929, -0.830, -8.849, -0.032
554071.4, 2323, 35.16456414, 136.88052596, 40.623, -3810210.326, 3567961.624, 3652830.577, -1.237,  2.058, 184.729, -0.807, -8.890, -0.039
554071.6, 2323, 35.16454806, 136.88052427, 40.616, -3810210.967, 3567962.435, 3652829.114, -1.235,  2.091, 184.529, -0.778, -8.929, -0.024
554071.8, 2323, 35.16453193, 136.88052264, 40.616, -3810211.618, 3567963.248, 3652827.652, -1.236,  1.942, 184.332, -0.749, -8.970, -0.020
554072.0, 2323, 35.16451570, 136.88052109, 40.607, -3810212.272, 3567964.055, 3652826.175, -1.148,  1.968, 184.133, -0.727, -9.012, -0.060
554072.2, 2323, 35.16449938, 136.88051957, 40.595, -3810212.932, 3567964.861, 3652824.688, -1.100,  2.099, 183.935, -0.701, -9.049, -0.040
554072.4, 2323, 35.16448302, 136.88051814, 40.590, -3810213.603, 3567965.669, 3652823.201, -1.036,  2.075, 183.735, -0.667, -9.086, -0.016
554072.6, 2323, 35.16446661, 136.88051678, 40.592, -3810214.285, 3567966.477, 3652821.714, -0.817,  1.941, 183.562, -0.649, -9.127, -0.029
554072.8, 2323, 35.16445012, 136.88051545, 40.587, -3810214.968, 3567967.283, 3652820.216, -0.749,  1.837, 183.366, -0.624, -9.166, -0.063
554073.0, 2323, 35.16443349, 136.88051419, 40.567, -3810215.653, 3567968.081, 3652818.696, -0.736,  2.082, 183.135, -0.589, -9.209, -0.080
554073.2, 2323, 35.16441684, 136.88051297, 40.557, -3810216.348, 3567968.884, 3652817.179, -0.827,  2.184, 182.935, -0.533, -9.239, -0.010
554073.4, 2323, 35.16440013, 136.88051186, 40.557, -3810217.058, 3567969.688, 3652815.664, -0.826,  2.172, 182.722, -0.525, -9.274,  0.002
554073.6, 2323, 35.16438341, 136.88051080, 40.561, -3810217.775, 3567970.491, 3652814.150, -0.859,  1.992, 182.500, -0.485, -9.306, -0.004
554073.8, 2323, 35.16436657, 136.88050981, 40.552, -3810218.493, 3567971.287, 3652812.618, -0.938,  2.023, 182.278, -0.450, -9.344, -0.074
554074.0, 2323, 35.16434965, 136.88050890, 40.535, -3810219.215, 3567972.078, 3652811.073, -1.123,  2.219, 182.026, -0.417, -9.373, -0.004
554074.2, 2323, 35.16433278, 136.88050808, 40.545, -3810219.956, 3567972.874, 3652809.549, -1.208,  1.887, 181.810, -0.368, -9.399, -0.006
554074.4, 2323, 35.16431577, 136.88050735, 40.534, -3810220.698, 3567973.659, 3652807.999, -1.199,  1.976, 181.602, -0.344, -9.432, -0.082
554074.6, 2323, 35.16429868, 136.88050669, 40.516, -3810221.443, 3567974.440, 3652806.440, -1.188,  2.220, 181.388, -0.312, -9.457, -0.036
554074.8, 2323, 35.16428161, 136.88050607, 40.517, -3810222.201, 3567975.227, 3652804.892, -1.310,  2.142, 181.167, -0.270, -9.474,  0.011
554075.0, 2323, 35.16426449, 136.88050553, 40.513, -3810222.964, 3567976.008, 3652803.337, -1.555,  2.170, 180.930, -0.224, -9.495, -0.019
554075.2, 2323, 35.16424735, 136.88050512, 40.512, -3810223.737, 3567976.783, 3652801.782, -1.626,  2.106, 180.702, -0.189, -9.507, -0.002
554075.4, 2323, 35.16423019, 136.88050481, 40.512, -3810224.518, 3567977.553, 3652800.225, -1.513,  2.079, 180.494, -0.161, -9.520, -0.023
554075.6, 2323, 35.16421306, 136.88050458, 40.516, -3810225.306, 3567978.319, 3652798.674, -1.336,  1.876, 180.281, -0.133, -9.525, -0.013
554075.8, 2323, 35.16419585, 136.88050441, 40.509, -3810226.093, 3567979.078, 3652797.109, -1.237,  1.846, 180.065, -0.093, -9.537, -0.068
554076.0, 2323, 35.16417862, 136.88050427, 40.493, -3810226.878, 3567979.831, 3652795.537, -1.388,  1.937, 179.842, -0.046, -9.546, -0.058
554076.2, 2323, 35.16416135, 136.88050424, 40.476, -3810227.672, 3567980.577, 3652793.961, -1.517,  2.171, 179.624, -0.008, -9.551, -0.047
554076.4, 2323, 35.16414413, 136.88050428, 40.476, -3810228.477, 3567981.327, 3652792.398, -1.572,  2.134, 179.465,  0.024, -9.546,  0.020
554076.6, 2323, 35.16412698, 136.88050437, 40.488, -3810229.290, 3567982.077, 3652790.851, -1.527,  1.760, 179.400,  0.032, -9.548, -0.004
554076.8, 2323, 35.16410978, 136.88050445, 40.480, -3810230.092, 3567982.818, 3652789.286, -1.607,  1.649, 179.326,  0.045, -9.553, -0.099
554077.0, 2323, 35.16409248, 136.88050454, 40.449, -3810230.887, 3567983.550, 3652787.699, -1.795,  1.986, 179.240,  0.063, -9.553, -0.093
554077.2, 2323, 35.16407520, 136.88050468, 40.430, -3810231.689, 3567984.285, 3652786.121, -2.021,  2.305, 179.149,  0.083, -9.536, -0.004
554077.4, 2323, 35.16405800, 136.88050484, 40.430, -3810232.502, 3567985.026, 3652784.561, -2.234,  2.368, 179.052,  0.103, -9.520,  0.051
554077.6, 2323, 35.16404088, 136.88050509, 40.443, -3810233.324, 3567985.764, 3652783.016, -2.236,  2.246, 178.964,  0.106, -9.494,  0.022
554077.8, 2323, 35.16402372, 136.88050542, 40.440, -3810234.143, 3567986.490, 3652781.457, -1.886,  2.556, 178.920,  0.103, -9.473,  0.018
554078.0, 2323, 35.16400669, 136.88050571, 40.457, -3810234.965, 3567987.224, 3652779.922, -1.708,  2.421, 178.871,  0.104, -9.444,  0.083
554078.2, 2323, 35.16398974, 136.88050600, 40.476, -3810235.785, 3567987.956, 3652778.396, -1.637,  2.139, 178.816,  0.124, -9.423,  0.038
554078.4, 2323, 35.16397279, 136.88050628, 40.483, -3810236.597, 3567988.681, 3652776.863, -1.726,  1.955, 178.780,  0.138, -9.411, -0.020
554078.6, 2323, 35.16395588, 136.88050661, 40.483, -3810237.407, 3567989.397, 3652775.329, -1.701,  1.734, 178.729,  0.144, -9.403, -0.017
554078.8, 2323, 35.16393907, 136.88050698, 40.497, -3810238.222, 3567990.115, 3652773.812, -1.466,  0.985, 178.733,  0.137, -9.407, -0.075
554079.0, 2323, 35.16392203, 136.88050734, 40.453, -3810239.013, 3567990.811, 3652772.242, -1.261,  1.279, 178.707,  0.133, -9.426, -0.246
554079.2, 2323, 35.16390494, 136.88050767, 40.404, -3810239.801, 3567991.508, 3652770.663, -1.191,  1.793, 178.694,  0.150, -9.431, -0.107
554079.4, 2323, 35.16388796, 136.88050797, 40.395, -3810240.606, 3567992.224, 3652769.118, -1.227,  1.667, 178.757,  0.149, -9.435, -0.038
554079.6, 2323, 35.16387100, 136.88050826, 40.388, -3810241.412, 3567992.942, 3652767.576, -1.222,  1.473, 178.835,  0.128, -9.437, -0.076
554079.8, 2323, 35.16385403, 136.88050850, 40.374, -3810242.209, 3567993.659, 3652766.029, -1.236,  1.235, 178.970,  0.112, -9.442, -0.119
554080.0, 2323, 35.16383702, 136.88050870, 40.344, -3810242.997, 3567994.372, 3652764.468, -1.224,  1.214, 179.086,  0.087, -9.459, -0.163
554080.2, 2323, 35.16382001, 136.88050884, 40.317, -3810243.783, 3567995.091, 3652762.911, -1.287,  1.019, 179.199,  0.076, -9.455, -0.132
554080.4, 2323, 35.16380290, 136.88050898, 40.277, -3810244.566, 3567995.806, 3652761.335, -1.214,  1.270, 179.276,  0.045, -9.480, -0.230
554080.6, 2323, 35.16378576, 136.88050908, 40.235, -3810245.347, 3567996.525, 3652759.757, -1.268,  1.493, 179.316,  0.050, -9.485, -0.091
554080.8, 2323, 35.16376867, 136.88050923, 40.219, -3810246.143, 3567997.252, 3652758.198, -1.053,  1.372, 179.340,  0.039, -9.497, -0.113
554081.0, 2323, 35.16375155, 136.88050933, 40.197, -3810246.934, 3567997.981, 3652756.632, -0.970,  1.276, 179.345,  0.036, -9.511, -0.107
554081.2, 2323, 35.16373441, 136.88050943, 40.174, -3810247.727, 3567998.709, 3652755.064, -0.917,  1.123, 179.327,  0.045, -9.533, -0.177
554081.4, 2323, 35.16371719, 136.88050952, 40.135, -3810248.512, 3567999.434, 3652753.480, -1.038,  1.209, 179.299,  0.053, -9.551, -0.164
554081.6, 2323, 35.16369997, 136.88050964, 40.105, -3810249.304, 3568000.162, 3652751.901, -1.087,  1.101, 179.274,  0.062, -9.577, -0.164
554081.8, 2323, 35.16368268, 136.88050978, 40.068, -3810250.098, 3568000.887, 3652750.311, -1.052,  1.180, 179.263,  0.056, -9.601, -0.200
554082.0, 2323, 35.16366532, 136.88050990, 40.030, -3810250.893, 3568001.615, 3652748.716, -1.098,  1.286, 179.228,  0.066, -9.621, -0.155
554082.2, 2323, 35.16364800, 136.88051007, 40.007, -3810251.697, 3568002.347, 3652747.130, -1.033,  1.091, 179.179,  0.068, -9.642, -0.144
554082.4, 2323, 35.16363061, 136.88051026, 39.976, -3810252.502, 3568003.077, 3652745.536, -0.954,  0.970, 179.133,  0.074, -9.670, -0.200
554082.6, 2323, 35.16361312, 136.88051045, 39.929, -3810253.301, 3568003.803, 3652743.922, -1.025,  1.153, 179.053,  0.092, -9.695, -0.207
554082.8, 2323, 35.16359565, 136.88051067, 39.897, -3810254.110, 3568004.533, 3652742.320, -1.046,  1.012, 178.986,  0.105, -9.716, -0.146
554083.0, 2323, 35.16357813, 136.88051093, 39.866, -3810254.925, 3568005.263, 3652740.712, -1.005,  0.837, 178.929,  0.112, -9.745, -0.213
554083.2, 2323, 35.16356054, 136.88051121, 39.821, -3810255.736, 3568005.988, 3652739.091, -0.988,  0.828, 178.885,  0.124, -9.773, -0.231
554083.4, 2323, 35.16354290, 136.88051150, 39.775, -3810256.549, 3568006.713, 3652737.464, -0.926,  0.826, 178.860,  0.133, -9.800, -0.229
554083.6, 2323, 35.16352522, 136.88051176, 39.731, -3810257.364, 3568007.444, 3652735.836, -1.010,  0.769, 178.857,  0.132, -9.826, -0.247
554083.8, 2323, 35.16350748, 136.88051200, 39.679, -3810258.175, 3568008.174, 3652734.197, -1.211,  0.820, 178.873,  0.140, -9.853, -0.229
554084.0, 2323, 35.16348976, 136.88051227, 39.644, -3810258.998, 3568008.910, 3652732.570, -1.252,  0.458, 178.900,  0.132, -9.878, -0.222
554084.2, 2323, 35.16347196, 136.88051254, 39.593, -3810259.814, 3568009.640, 3652730.926, -1.208,  0.313, 178.931,  0.113, -9.896, -0.315
554084.4, 2323, 35.16345414, 136.88051281, 39.534, -3810260.627, 3568010.368, 3652729.276, -1.120,  0.201, 178.941,  0.109, -9.908, -0.301
